"site_id","utm_zone","epsg","cell_e0","cell_n0","x_centroid","y_centroid","lon_centroid","lat_centroid"
"UTM29N_E1040000_N4290000","29N",32629,1040000,4290000,1045000,4295000,-2.74082223624406,38.6358869036314
"UTM29N_E660000_N4280000","29N",32629,660000,4280000,665000,4285000,-7.10261629811543,38.6982464080924
"UTM29N_E770000_N4700000","29N",32629,770000,4700000,775000,4705000,-5.65603410938823,42.4485530281434
"UTM29N_E810000_N4560000","29N",32629,810000,4560000,815000,4565000,-5.24493116562404,41.1751346086913
"UTM29N_E1110000_N4710000","29N",32629,1110000,4710000,1115000,4715000,-1.53568102400036,42.3436801325786
"UTM29N_E1200000_N4650000","29N",32629,1200000,4650000,1205000,4655000,-0.526116704203208,41.7332617328727
"UTM29N_E720000_N4500000","29N",32629,720000,4500000,725000,4505000,-6.3382320600285,40.6652072439682
"UTM29N_E790000_N4550000","29N",32629,790000,4550000,795000,4555000,-5.48770927884265,41.0927469198336
"UTM29N_E1050000_N4290000","29N",32629,1050000,4290000,1055000,4295000,-2.62662847186902,38.6296968456107
"UTM29N_E1050000_N4650000","29N",32629,1050000,4650000,1055000,4655000,-2.3156606936356,41.8520298004691
"UTM29N_E680000_N4280000","29N",32629,680000,4280000,685000,4285000,-6.87276967987674,38.6942896485961
"UTM29N_E680000_N4290000","29N",32629,680000,4290000,685000,4295000,-6.87009529843891,38.7843449185707
"UTM29N_E8e+05_N4530000","29N",32629,8e+05,4530000,805000,4535000,-5.3787406868845,40.9092551734179
"UTM29N_E790000_N4540000","29N",32629,790000,4540000,795000,4545000,-5.49249306239731,41.0028346176739
"UTM29N_E780000_N4610000","29N",32629,780000,4610000,785000,4615000,-5.57838655965893,41.6358153738823
"UTM29N_E890000_N4610000","29N",32629,890000,4610000,895000,4615000,-4.2615049744015,41.5889978408968
"UTM29N_E980000_N4430000","29N",32629,980000,4430000,985000,4435000,-3.32591656243344,39.9261390954437
"UTM29N_E660000_N4260000","29N",32629,660000,4260000,665000,4265000,-7.10735615076002,38.5181059640337
"UTM29N_E730000_N4390000","29N",32629,730000,4390000,735000,4395000,-6.26018369764736,39.6725231112308
"UTM29N_E760000_N4710000","29N",32629,760000,4710000,765000,4715000,-5.77281752665135,42.5419503325608
"UTM29N_E830000_N4580000","29N",32629,830000,4580000,835000,4585000,-4.99607391628977,41.3468388367124
"UTM29N_E960000_N4290000","29N",32629,960000,4290000,965000,4295000,-3.65557208233165,38.6814144746319
"UTM29N_E1050000_N4310000","29N",32629,1050000,4310000,1055000,4315000,-2.61063375122372,38.8088131769573
"UTM29N_E920000_N4550000","29N",32629,920000,4550000,925000,4555000,-3.94479946790241,41.035282048726
"UTM29N_E1050000_N4380000","29N",32629,1050000,4380000,1055000,4385000,-2.55351768993077,39.4356323280514
"UTM29N_E1040000_N4430000","29N",32629,1040000,4430000,1045000,4435000,-2.62783549157509,39.8897461217963
"UTM29N_E1100000_N4570000","29N",32629,1100000,4570000,1105000,4575000,-1.79791571545403,41.1006696219914
"UTM29N_E1070000_N4330000","29N",32629,1070000,4330000,1075000,4335000,-2.3650846822571,38.9750439434856
"UTM29N_E780000_N4580000","29N",32629,780000,4580000,785000,4585000,-5.59257255711077,41.3660725136345
"UTM29N_E770000_N4690000","29N",32629,770000,4690000,775000,4695000,-5.6608106119307,42.3586461387985
"UTM29N_E840000_N4490000","29N",32629,840000,4490000,845000,4495000,-4.92691184893719,40.5339493878729
"UTM29N_E1070000_N4320000","29N",32629,1070000,4320000,1075000,4325000,-2.37345597413852,38.8855335546634
"UTM29N_E1100000_N4720000","29N",32629,1100000,4720000,1105000,4725000,-1.6455973064441,42.4408174334016
"UTM29N_E1110000_N4720000","29N",32629,1110000,4720000,1115000,4725000,-1.5250335283952,42.4329748999641
"UTM29N_E1120000_N4690000","29N",32629,1120000,4690000,1125000,4695000,-1.43681704785066,42.1571858095959
"UTM29N_E860000_N4570000","29N",32629,860000,4570000,865000,4575000,-4.64445767496287,41.2440028735639
"UTM29N_E1050000_N4320000","29N",32629,1050000,4320000,1055000,4325000,-2.60258288806842,38.8983671785144
"UTM29N_E1010000_N4310000","29N",32629,1010000,4310000,1015000,4315000,-3.06874473838316,38.8330628106226
"UTM29N_E730000_N4500000","29N",32629,730000,4500000,735000,4505000,-6.22006089742046,40.6624206103364
"UTM29N_E910000_N4410000","29N",32629,910000,4410000,915000,4415000,-4.15452877503413,39.7837528657994
"UTM29N_E1230000_N4580000","29N",32629,1230000,4580000,1235000,4585000,-0.254162000199765,41.0830936459816
"UTM29N_E790000_N4500000","29N",32629,790000,4500000,795000,4505000,-5.51141340705636,40.6431667893266
"UTM29N_E8e+05_N4660000","29N",32629,8e+05,4660000,805000,4665000,-5.31297453548649,42.0778401623733
"UTM29N_E920000_N4680000","29N",32629,920000,4680000,925000,4685000,-3.8526437900481,42.201579786887
"UTM29N_E1110000_N4220000","29N",32629,1110000,4220000,1115000,4225000,-2.00288660619005,37.9641161795401
"UTM29N_E1030000_N4420000","29N",32629,1030000,4420000,1035000,4425000,-2.75225061258854,39.8065381222886
"UTM29N_E1040000_N4420000","29N",32629,1040000,4420000,1045000,4425000,-2.63614210645361,39.8002028947806
"UTM29N_E1170000_N4210000","29N",32629,1170000,4210000,1175000,4215000,-1.33494636675093,37.8323361154987
"UTM29N_E1150000_N4330000","29N",32629,1150000,4330000,1155000,4335000,-1.44898147902138,38.9190846802676
"UTM29N_E1090000_N4730000","29N",32629,1090000,4730000,1095000,4735000,-1.75585043133364,42.5378738885695
"UTM29N_E740000_N4510000","29N",32629,740000,4510000,745000,4515000,-6.09800075053112,40.7494846120202
"UTM29N_E1160000_N4280000","29N",32629,1160000,4280000,1165000,4285000,-1.3824397509904,38.4650091607891
"UTM29N_E1120000_N4340000","29N",32629,1120000,4340000,1125000,4345000,-1.78310026078344,39.03030295413
"UTM29N_E8e+05_N4610000","29N",32629,8e+05,4610000,805000,4615000,-5.33872961881697,41.6284227400171
"UTM29N_E8e+05_N4680000","29N",32629,8e+05,4680000,805000,4685000,-5.30250708784739,42.2575935885192
"UTM29N_E960000_N4410000","29N",32629,960000,4410000,965000,4415000,-3.57306921758252,39.7579518564563
"UTM29N_E990000_N4450000","29N",32629,990000,4450000,995000,4455000,-3.1942622513695,40.0996354440137
"UTM29N_E1050000_N4410000","29N",32629,1050000,4410000,1055000,4415000,-2.52848849255802,39.7042266572697
"UTM29N_E1060000_N4640000","29N",32629,1060000,4640000,1065000,4645000,-2.20553285687427,41.7555378155398
"UTM29N_E1120000_N4320000","29N",32629,1120000,4320000,1125000,4325000,-1.80129951289685,38.8515017153229
"UTM29N_E8e+05_N4310000","29N",32629,8e+05,4310000,805000,4315000,-5.48161290234927,38.9309249885502
"UTM29N_E790000_N4310000","29N",32629,790000,4310000,795000,4315000,-5.59677708689588,38.9343434303694
"UTM29N_E790000_N4620000","29N",32629,790000,4620000,795000,4625000,-5.45360881493137,41.7220805328154
"UTM29N_E910000_N4290000","29N",32629,910000,4290000,915000,4295000,-4.22827957385035,38.7062503279786
"UTM29N_E810000_N4550000","29N",32629,810000,4550000,815000,4555000,-5.25005999612759,41.0852478041903
"UTM29N_E8e+05_N4650000","29N",32629,8e+05,4650000,805000,4655000,-5.31817256373462,41.9879605402028
"UTM29N_E810000_N4690000","29N",32629,810000,4690000,815000,4695000,-5.17609357968659,42.3434855850293
"UTM29N_E950000_N4390000","29N",32629,950000,4390000,955000,4395000,-3.70306232641327,39.5839110481907
"UTM29N_E970000_N4410000","29N",32629,970000,4410000,975000,4415000,-3.45686947603651,39.752444059833
"UTM29N_E940000_N4450000","29N",32629,940000,4450000,945000,4455000,-3.77827062214945,40.1275241866982
"UTM29N_E1080000_N4720000","29N",32629,1080000,4720000,1085000,4725000,-1.88686733553987,42.4561252027035
"UTM29N_E690000_N4500000","29N",32629,690000,4500000,695000,4505000,-6.69283970863754,40.6728421267393
"UTM29N_E7e+05_N4370000","29N",32629,7e+05,4370000,705000,4375000,-6.61582336130916,39.500194754033
"UTM29N_E770000_N4530000","29N",32629,770000,4530000,775000,4535000,-5.73434811115481,40.9198862663579
"UTM29N_E770000_N4670000","29N",32629,770000,4670000,775000,4675000,-5.6702983669721,42.1788268118681
"UTM29N_E820000_N4550000","29N",32629,820000,4550000,825000,4555000,-5.1312697221133,41.0813149264749
"UTM29N_E850000_N4520000","29N",32629,850000,4520000,855000,4525000,-4.79221147469081,40.7992666084026
"UTM29N_E840000_N4700000","29N",32629,840000,4700000,845000,4705000,-4.8068329708277,42.4205940979141
"UTM29N_E950000_N4640000","29N",32629,950000,4640000,955000,4645000,-3.52182072983868,41.8261199118717
"UTM29N_E1050000_N4400000","29N",32629,1050000,4400000,1055000,4405000,-2.53686882613319,39.6146980715782
"UTM29N_E1120000_N4710000","29N",32629,1120000,4710000,1125000,4715000,-1.41533340011769,42.3357367535839
"UTM29N_E1040000_N4400000","29N",32629,1040000,4400000,1045000,4405000,-2.65264438310017,39.6211079680933
"UTM29N_E1050000_N4640000","29N",32629,1050000,4640000,1055000,4645000,-2.32499558255312,41.762572752916
"UTM29N_E1170000_N4570000","29N",32629,1170000,4570000,1175000,4575000,-0.972031410076559,41.0457664044163
"UTM29N_E860000_N4560000","29N",32629,860000,4560000,865000,4565000,-4.65041961618768,41.1541839604562
"UTM29N_E9e+05_N4560000","29N",32629,9e+05,4560000,905000,4565000,-4.17529034039881,41.1352233822337
"UTM29N_E1020000_N4310000","29N",32629,1020000,4310000,1025000,4315000,-2.95416557985217,38.8271676805983
"UTM29N_E1240000_N4590000","29N",32629,1240000,4590000,1245000,4595000,-0.124444292870611,41.1630341832306
"UTM29N_E1080000_N4580000","29N",32629,1080000,4580000,1085000,4585000,-2.02476998499455,41.2046904068909
"UTM29N_E1200000_N4320000","29N",32629,1200000,4320000,1205000,4325000,-0.887972749209878,38.7912934132323
"UTM29N_E780000_N4380000","29N",32629,780000,4380000,785000,4385000,-5.6823854429282,39.567365851927
"UTM29N_E780000_N4370000","29N",32629,780000,4370000,785000,4375000,-5.68666743261859,39.4774115609372
"UTM29N_E880000_N4350000","29N",32629,880000,4350000,885000,4355000,-4.53844843841281,39.2588625959999
"UTM29N_E970000_N4450000","29N",32629,970000,4450000,975000,4455000,-3.42776752040775,40.1111423602514
"UTM29N_E1070000_N4400000","29N",32629,1070000,4400000,1075000,4405000,-2.30543034486131,39.6015349917763
"UTM29N_E1070000_N4640000","29N",32629,1070000,4640000,1075000,4645000,-2.08611301727764,41.7483796838473
"UTM29N_E1150000_N4290000","29N",32629,1150000,4290000,1155000,4295000,-1.48673779311195,38.561732348056
"UTM29N_E1170000_N4320000","29N",32629,1170000,4320000,1175000,4325000,-1.23014872226388,38.8146988655598
"UTM29N_E770000_N4660000","29N",32629,770000,4660000,775000,4665000,-5.67500985026792,42.0889143802268
"UTM29N_E820000_N4590000","29N",32629,820000,4590000,825000,4595000,-5.10996390633715,41.4408007544756
"UTM29N_E820000_N4530000","29N",32629,820000,4530000,825000,4535000,-5.14177885958855,40.9015602058274
"UTM29N_E790000_N4680000","29N",32629,790000,4680000,795000,4685000,-5.42350352935614,42.2614356149684
"UTM29N_E970000_N4320000","29N",32629,970000,4320000,975000,4325000,-3.52047642153035,38.9452283406438
"UTM29N_E890000_N4680000","29N",32629,890000,4680000,895000,4685000,-4.21471246282818,42.2172946284374
"UTM29N_E9e+05_N4690000","29N",32629,9e+05,4690000,905000,4695000,-4.08701367485549,42.3019143544251
"UTM29N_E1090000_N4200000","29N",32629,1090000,4200000,1095000,4205000,-2.24539694224201,37.798405812831
"UTM29N_E1070000_N4410000","29N",32629,1070000,4410000,1075000,4415000,-2.29675531541986,39.6910219291814
"UTM29N_E1060000_N4630000","29N",32629,1060000,4630000,1065000,4635000,-2.21498880371247,41.6660996020504
"UTM29N_E690000_N4380000","29N",32629,690000,4380000,695000,4385000,-6.72910251927099,39.5925552442664
"UTM29N_E7e+05_N4490000","29N",32629,7e+05,4490000,705000,4495000,-6.57787788632076,40.5804105632327
"UTM29N_E7e+05_N4500000","29N",32629,7e+05,4500000,705000,4505000,-6.57462218024294,40.6704180480473
"UTM29N_E770000_N4630000","29N",32629,770000,4630000,775000,4635000,-5.68901608959176,41.8191660481655
"UTM29N_E880000_N4340000","29N",32629,880000,4340000,885000,4345000,-4.54414160810706,39.1690257090376
"UTM29N_E890000_N4540000","29N",32629,890000,4540000,895000,4545000,-4.30683508832414,40.960590363356
"UTM29N_E830000_N4650000","29N",32629,830000,4650000,835000,4655000,-4.95685789748248,41.9757856911051
"UTM29N_E920000_N4340000","29N",32629,920000,4340000,925000,4345000,-4.08271310118171,39.1504281933302
"UTM29N_E990000_N4600000","29N",32629,990000,4600000,995000,4605000,-3.07564293123894,41.4438370543138
"UTM29N_E1070000_N4710000","29N",32629,1070000,4710000,1075000,4715000,-2.01754640273108,42.3742003097761
"UTM29N_E1130000_N4300000","29N",32629,1130000,4300000,1135000,4305000,-1.70530504533036,38.6655936982869
"UTM29N_E740000_N4360000","29N",32629,740000,4360000,745000,4365000,-6.1547809646485,39.3997347173774
"UTM29N_E880000_N4550000","29N",32629,880000,4550000,885000,4555000,-4.41905484150573,41.055155707518
"UTM29N_E930000_N4320000","29N",32629,930000,4320000,935000,4325000,-3.98018431143902,38.9659639829737
"UTM29N_E970000_N4330000","29N",32629,970000,4330000,975000,4335000,-3.51353451308506,39.0349287481279
"UTM29N_E910000_N4660000","29N",32629,910000,4660000,915000,4665000,-3.98749810284194,42.0275070811819
"UTM29N_E920000_N4660000","29N",32629,920000,4660000,925000,4665000,-3.86717793926337,42.0221757994666
"UTM29N_E1060000_N4720000","29N",32629,1060000,4720000,1065000,4725000,-2.12832231738901,42.4709289904013
"UTM29N_E760000_N4560000","29N",32629,760000,4560000,765000,4565000,-5.84002450539619,41.1930210075075
"UTM29N_E870000_N4570000","29N",32629,870000,4570000,875000,4575000,-4.52547162186194,41.2394314875166
"UTM29N_E970000_N4590000","29N",32629,970000,4590000,975000,4595000,-3.32169171242455,41.3662669820502
"UTM29N_E1120000_N4640000","29N",32629,1120000,4640000,1125000,4645000,-1.48968245304896,41.7107456457935
"UTM29N_E830000_N4400000","29N",32629,830000,4400000,835000,4405000,-5.0913954935528,39.7290976208838
"UTM29N_E720000_N4380000","29N",32629,720000,4380000,725000,4385000,-6.38005379521729,39.585205108364
"UTM29N_E960000_N4500000","29N",32629,960000,4500000,965000,4505000,-3.50821893039489,40.5651251164177
"UTM29N_E1040000_N4350000","29N",32629,1040000,4350000,1045000,4355000,-2.69326129034157,39.1733216449496
"UTM29N_E860000_N4670000","29N",32629,860000,4670000,865000,4675000,-4.58332712515266,42.1420747436743
"UTM29N_E940000_N4310000","29N",32629,940000,4310000,945000,4315000,-3.8716942979443,38.8711962121841
"UTM29N_E1130000_N4360000","29N",32629,1130000,4360000,1135000,4365000,-1.6498575421341,39.2018610585366
"UTM29N_E750000_N4620000","29N",32629,750000,4620000,755000,4625000,-5.93376011528585,41.735911350123
"UTM29N_E810000_N4420000","29N",32629,810000,4420000,815000,4425000,-5.31467023562486,39.9165448578979
"UTM29N_E840000_N4400000","29N",32629,840000,4400000,845000,4405000,-4.97498758571206,39.7251137948312
"UTM29N_E850000_N4410000","29N",32629,850000,4410000,855000,4415000,-4.85320623079824,39.810879161038
"UTM29N_E980000_N4300000","29N",32629,980000,4300000,985000,4305000,-3.41970182974728,38.7603897838605
"UTM29N_E1e+06_N4320000","29N",32629,1e+06,4320000,1005000,4325000,-3.1760174595783,38.9284959202014
"UTM29N_E970000_N4490000","29N",32629,970000,4490000,975000,4495000,-3.39813884604578,40.469800486405
"UTM29N_E1030000_N4340000","29N",32629,1030000,4340000,1035000,4345000,-2.81621550694021,39.0899328516741
"UTM29N_E1060000_N4600000","29N",32629,1060000,4600000,1065000,4605000,-2.24310154373125,41.3977661332249
"UTM29N_E1140000_N4340000","29N",32629,1140000,4340000,1145000,4345000,-1.55394992598002,39.0158219615042
"UTM29N_E1130000_N4530000","29N",32629,1130000,4530000,1135000,4535000,-1.48446487151649,40.7206405131508
"UTM29N_E730000_N4630000","29N",32629,730000,4630000,735000,4635000,-6.169999003274,41.8320354050804
"UTM29N_E780000_N4590000","29N",32629,780000,4590000,785000,4595000,-5.58786534144451,41.4559886521532
"UTM29N_E8e+05_N4570000","29N",32629,8e+05,4570000,805000,4575000,-5.35891644878504,41.2688542100185
"UTM29N_E8e+05_N4560000","29N",32629,8e+05,4560000,805000,4565000,-5.36390620817283,41.1789573021836
"UTM29N_E830000_N4520000","29N",32629,830000,4520000,835000,4525000,-5.0287113047374,40.8076630235072
"UTM29N_E960000_N4630000","29N",32629,960000,4630000,965000,4635000,-3.40978378858215,41.7306831108345
"UTM29N_E1020000_N4580000","29N",32629,1020000,4580000,1025000,4585000,-2.7358522001911,41.2457517310092
"UTM29N_E1120000_N4590000","29N",32629,1120000,4590000,1125000,4595000,-1.54136739105406,41.2642170802883
"UTM29N_E890000_N4400000","29N",32629,890000,4400000,895000,4405000,-4.39331354525111,39.7034507573252
"UTM29N_E8e+05_N4580000","29N",32629,8e+05,4580000,805000,4585000,-5.35390402851315,41.3587492111994
"UTM29N_E1e+06_N4310000","29N",32629,1e+06,4310000,1005000,4315000,-3.18335713147916,38.8388462551636
"UTM29N_E1200000_N4690000","29N",32629,1200000,4690000,1205000,4695000,-0.478506931345512,42.0895708054061
"UTM29N_E650000_N4260000","29N",32629,650000,4260000,655000,4265000,-7.22200899565487,38.5199034753397
"UTM29N_E8e+05_N4280000","29N",32629,8e+05,4280000,805000,4285000,-5.49487128087897,38.6610837085628
"UTM29N_E760000_N4630000","29N",32629,760000,4630000,765000,4635000,-5.80923205949179,41.8225718724254
"UTM29N_E9e+05_N4400000","29N",32629,9e+05,4400000,905000,4405000,-4.27705651453326,39.6987698898193
"UTM29N_E1e+06_N4330000","29N",32629,1e+06,4330000,1005000,4335000,-3.16864502031991,39.0181430335102
"UTM29N_E1070000_N4630000","29N",32629,1070000,4630000,1075000,4635000,-2.09573195831717,41.6589637796762
"UTM29N_E960000_N4390000","29N",32629,960000,4390000,965000,4395000,-3.5871286125559,39.578553026657
"UTM29N_E1030000_N4470000","29N",32629,1030000,4470000,1035000,4475000,-2.7110955798264,40.2543264651639
"UTM29N_E880000_N4420000","29N",32629,880000,4420000,885000,4425000,-4.49787482829404,39.8876621190161
"UTM29N_E920000_N4560000","29N",32629,920000,4560000,925000,4565000,-3.93790159676546,41.1250115517248
"UTM29N_E1040000_N4380000","29N",32629,1040000,4380000,1045000,4385000,-2.66899993484454,39.442001804369
"UTM29N_E1180000_N4340000","29N",32629,1180000,4340000,1185000,4345000,-1.09615645600863,38.9855254116063
"UTM29N_E910000_N4550000","29N",32629,910000,4550000,915000,4555000,-4.06331848804173,41.0404326486497
"UTM29N_E1100000_N4090000","29N",32629,1100000,4090000,1105000,4095000,-2.22197239184665,36.8073578030986
"UTM29N_E1030000_N4390000","29N",32629,1030000,4390000,1035000,4395000,-2.77650548823258,39.5378317302895
"UTM29N_E1240000_N4620000","29N",32629,1240000,4620000,1245000,4625000,-0.0878829480513593,41.4300113319062
"UTM29N_E1230000_N4630000","29N",32629,1230000,4630000,1235000,4635000,-0.194008544866757,41.5281976008315
"UTM29N_E750000_N4590000","29N",32629,750000,4590000,755000,4595000,-5.94651884323655,41.4660785412921
"UTM29N_E8e+05_N4520000","29N",32629,8e+05,4520000,805000,4525000,-5.38364096422971,40.819350673597
"UTM29N_E1100000_N4440000","29N",32629,1100000,4440000,1105000,4445000,-1.92185604917186,39.9386021108113
"UTM29N_E1100000_N4100000","29N",32629,1100000,4100000,1105000,4105000,-2.21402748957976,36.8968718242359
"UTM29N_E1080000_N4440000","29N",32629,1080000,4440000,1085000,4445000,-2.15424280699418,39.9526261229472
"UTM29N_E1050000_N4580000","29N",32629,1050000,4580000,1055000,4585000,-2.3801271856325,41.2257658126909
"UTM29N_E1010000_N4200000","29N",32629,1010000,4200000,1015000,4205000,-3.14889053316407,37.8469499904228
"UTM29N_E1e+06_N4470000","29N",32629,1e+06,4470000,1005000,4475000,-3.06189885321531,40.2729303911334
"UTM29N_E1110000_N4440000","29N",32629,1110000,4440000,1115000,4445000,-1.80572437917598,39.9314170654572
"UTM29N_E1160000_N4570000","29N",32629,1160000,4570000,1165000,4575000,-1.08987343098787,41.0539681356492
"UTM29N_E870000_N4660000","29N",32629,870000,4660000,875000,4665000,-4.46909266730757,42.0475749987009
"UTM29N_E870000_N4670000","29N",32629,870000,4670000,875000,4675000,-4.46268479126454,42.1373577809073
"UTM29N_E1e+06_N4440000","29N",32629,1e+06,4440000,1005000,4445000,-3.08533909840543,40.0040906783001
"UTM29N_E1100000_N4430000","29N",32629,1100000,4430000,1105000,4435000,-1.93109453455257,39.8491897777089
"UTM29N_E1110000_N4660000","29N",32629,1110000,4660000,1115000,4665000,-1.58820003467693,41.8971531484073
"UTM29N_E1210000_N4640000","29N",32629,1210000,4640000,1215000,4645000,-0.419141523830694,41.6353056224652
"UTM29N_E1280000_N4640000","29N",32629,1280000,4640000,1285000,4645000,0.410527543362961,41.5698451852954
"UTM29N_E790000_N4130000","29N",32629,790000,4130000,795000,4135000,-5.67122437303695,37.3148613520889
"UTM29N_E760000_N4680000","29N",32629,760000,4680000,765000,4685000,-5.78662912278649,42.2721970236773
"UTM29N_E820000_N4580000","29N",32629,820000,4580000,825000,4585000,-5.11532661360029,41.3509322587848
"UTM29N_E1180000_N4650000","29N",32629,1180000,4650000,1185000,4655000,-0.764083951341356,41.7506890825272
"UTM29N_E650000_N4160000","29N",32629,650000,4160000,655000,4165000,-7.24368784007717,37.6190539066707
"UTM29N_E840000_N4650000","29N",32629,840000,4650000,845000,4655000,-4.83647049844038,41.9714754602962
"UTM29N_E1e+06_N4170000","29N",32629,1e+06,4170000,1005000,4175000,-3.28275859083364,37.58348717975
"UTM29N_E760000_N4610000","29N",32629,760000,4610000,765000,4615000,-5.81813004981549,41.6427091707376
"UTM29N_E950000_N4200000","29N",32629,950000,4200000,955000,4205000,-3.82785163116545,37.8788309611186
"UTM29N_E1160000_N4520000","29N",32629,1160000,4520000,1165000,4525000,-1.14305510079682,40.6078092150252
"UTM29N_E1110000_N4630000","29N",32629,1110000,4630000,1115000,4635000,-1.61914562920051,41.6291949066396
"UTM29N_E1190000_N4650000","29N",32629,1190000,4650000,1195000,4655000,-0.645074102081556,41.7420362806511
"UTM29N_E810000_N4510000","29N",32629,810000,4510000,815000,4515000,-5.27034496632816,40.7256813030789
"UTM29N_E1e+06_N4190000","29N",32629,1e+06,4190000,1005000,4195000,-3.26893384590015,37.7628539534458
"UTM29N_E1240000_N4600000","29N",32629,1240000,4600000,1245000,4605000,-0.112311809804667,41.2520308993736
"UTM29N_E1240000_N4610000","29N",32629,1240000,4610000,1245000,4615000,-0.100124787955781,41.3410232881673
"UTM29N_E1150000_N4570000","29N",32629,1150000,4570000,1155000,4575000,-1.20776374788966,41.0620506272373
"UTM29N_E1140000_N4710000","29N",32629,1140000,4710000,1145000,4715000,-1.17478582239774,42.3194749870556
"UTM29N_E650000_N4140000","29N",32629,650000,4140000,655000,4145000,-7.24790885909168,37.4388661685289
"UTM29N_E1220000_N4640000","29N",32629,1220000,4640000,1225000,4645000,-0.300451066935528,41.6263160386762
"UTM29N_E1140000_N4630000","29N",32629,1140000,4630000,1145000,4635000,-1.26218906279866,41.605585115451
"UTM29N_E1210000_N4580000","29N",32629,1210000,4580000,1215000,4585000,-0.48960023382218,41.1008587917726
"UTM29N_E1210000_N4620000","29N",32629,1210000,4620000,1215000,4625000,-0.442839174854298,41.457173183997
"UTM29N_E1150000_N4630000","29N",32629,1150000,4630000,1155000,4635000,-1.1432993774703,41.5974715127207
"UTM29N_E1180000_N4670000","29N",32629,1180000,4670000,1185000,4675000,-0.741033179856869,41.9289606058773
"UTM29N_E1080000_N4620000","29N",32629,1080000,4620000,1085000,4625000,-1.98625610117511,41.5623087854435
"UTM29N_E1220000_N4590000","29N",32629,1220000,4590000,1225000,4595000,-0.360087348873281,41.1810927783462
"UTM29N_E1240000_N4640000","29N",32629,1240000,4640000,1245000,4645000,-0.0632336865931774,41.6079743128552
"UTM29N_E1240000_N4650000","29N",32629,1240000,4650000,1245000,4655000,-0.0508256960462506,41.6969492141093
"UTM29N_E1150000_N4620000","29N",32629,1150000,4620000,1155000,4625000,-1.15416472526272,41.5082439285403
"UTM29N_E1190000_N4690000","29N",32629,1190000,4690000,1195000,4695000,-0.598113321513904,42.0984550919335
"UTM29N_E1200000_N4610000","29N",32629,1200000,4610000,1205000,4615000,-0.57287592797345,41.3768868559258
"UTM29N_E1190000_N4620000","29N",32629,1190000,4620000,1195000,4625000,-0.679742972260908,41.4746797068886
"UTM29N_E1240000_N4660000","29N",32629,1240000,4660000,1245000,4665000,-0.0383617494199498,41.7859196983941
"UTM29N_E1250000_N4670000","29N",32629,1250000,4670000,1255000,4675000,0.0931632816693292,41.8654464173266
"UTM29N_E1220000_N4630000","29N",32629,1220000,4630000,1225000,4635000,-0.312485773536566,41.537279809778
"UTM29N_E1190000_N4640000","29N",32629,1190000,4640000,1195000,4645000,-0.656682483675504,41.6529214403865
"UTM29N_E1220000_N4580000","29N",32629,1220000,4580000,1225000,4585000,-0.371854798533127,41.0920355759646
"UTM29N_E850000_N4120000","29N",32629,850000,4120000,855000,4125000,-5.00033146493708,37.2039795349361
"UTM29N_E1130000_N4560000","29N",32629,1130000,4560000,1135000,4565000,-1.45394987780757,40.9885583587575
"UTM29N_E820000_N4250000","29N",32629,820000,4250000,825000,4255000,-5.27939967423438,38.3841856941017
"UTM29N_E1150000_N4680000","29N",32629,1150000,4680000,1155000,4685000,-1.08823101295851,42.0435532771039
"UTM29N_E1190000_N4660000","29N",32629,1190000,4660000,1195000,4665000,-0.633413268767731,41.8311470820304
"UTM29N_E1150000_N4600000","29N",32629,1150000,4600000,1155000,4605000,-1.17574913017917,41.3297776422622
"UTM29N_E780000_N4210000","29N",32629,780000,4210000,785000,4215000,-5.75263750997903,38.0379024763787
"UTM29N_E1180000_N4580000","29N",32629,1180000,4580000,1185000,4585000,-0.843145576443148,41.1266146281099
"UTM29N_E1230000_N4650000","29N",32629,1230000,4650000,1235000,4655000,-0.169566258812787,41.7062091747801
